avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,povertyPercent,studyPerCap,MedianAge,AvgHouseholdSize,PercentMarried,PctPrivateCoverage,PctPublicCoverage,BirthRate,region
62,192.7,477.5,34971,25.4,0,38.8,2.61,41.5,52.7,46.6,6.266977105,South
34,195.6,391.8,34445,21.2,214.8535415,41.3,2.56,47.7,62.3,39,8.330673476,South
551,140.8,413.6,57428,17,73.75005186,33.5,3.26,46.3,55.6,35.1,5.921976696,West
298,170.2,488.9,71063,9,182.5124951,40.3,2.74,50.9,71.8,30.4,4.941095375,West
227,144.9,423.9,57118,11.4,182.0443581,49,2.38,53.6,66.7,39.1,4.079089924,West
4410,143.8,418.6,76061,12.9,145.7516241,37.1,3.04,50.1,65,27.9,4.827807522,West
686,153.4,460.5,75689,8.3,407.5750351,41,2.67,55.6,78.2,27.6,4.433234709,West
53,167.2,420.3,47964,14,0,51.3,2.26,53,62.3,44.5,4.06430088,West
3377,154.6,414.5,56877,17.1,57.17853171,34.5,3.24,48.4,56.3,35,5.475268467,West
2389,168.9,452,55803,18.1,239.1205161,35.5,2.76,45,63.2,35.2,5.384470827,West
75,150.4,433,68166,14.1,102.0547013,35,3.33,51,64.5,31.2,6.536926148,West
2778,168,423.1,51951,20.4,62.02619855,32.5,3.33,45.4,54.4,35.7,6.007621442,West
189,187.9,426.3,39922,17.2,512.1638924,40.5,2.55,57.6,62.6,35.3,3.913308575,South
4895,157.1,434.9,66034,14.7,139.1111013,35.1,2.86,47.2,66.6,28.4,4.953958986,West
1387,145.1,428.9,83788,12.1,445.1814027,38.5,2.32,38.8,72,27.8,3.673722996,West
1065,168.9,432.1,51527,20.7,60.59721308,33.5,3.16,47.9,57.2,37.7,6.148432798,West
520,149.4,443.7,61775,14.5,156.3604962,39.3,2.51,48.2,71.9,30.3,4.076692166,West
1186,140,447,100806,7.5,218.2621367,39.5,2.85,51.9,76,25.8,5.015576324,West
664,142.3,433,62116,17.4,229.3325299,33.6,2.92,44.9,63.2,31.9,4.603274095,West
2355,135,420,97219,8.5,410.3138406,36.8,2.95,53.2,74.1,24.8,5.541784514,West
396,145.4,450.4,64257,16.1,83.89690165,37,2.72,44.9,68.3,29.9,4.539151472,West
465,192,478.8,43661,14.7,5.570006628,42.2,2.54,49.1,56.4,44.8,3.958736974,West
9,158,312.8,47293,13.8,0,54.5,2.38,52.4,58.8,49,2.073732719,West
106,189.1,459.6,41940,22.4,0,36.8,2.56,50.6,65.6,36.7,4.908292431,South
133,192.6,430.4,38641,21.1,160.7200257,47.8,2.26,52.1,53.4,50.9,4.740349554,West
744,176.7,472.3,67106,12.3,392.1190941,37.3,2.89,46.8,69.2,32.4,5.163792425,West
962,163.1,463.4,66949,11.3,213.0854373,40.8,2.59,47.2,69.2,32.1,5.065070552,West
793,164.9,433.4,50917,18.1,105.8716019,33.5,3.08,47.9,54.7,39.8,6.025884863,West
155,155.1,395.8,51827,15.2,0,35.4,2.95,53,54.5,41.4,6.71564894,West
139,174,473.2,40782,18.2,0,40.5,2.63,51.4,53.1,47.8,4.096971483,West
41,189.4,455.5,34961,19.9,0,50.3,2.38,53.8,44.8,49.5,1.470588235,West
564,155.2,391.5,42360,28.1,0,30.3,3.36,47.5,43.1,46.3,6.825864335,West
142,159.9,490.8,49476,14.3,18.61885345,48.6,2.28,51.8,64,46.2,3.962223187,West
1234,146.1,432.7,74967,11.5,43.50197993,37.1,3.08,50.6,66.8,29.1,5.34009399,West
108,217.4,503.7,26602,35.2,0,38.7,2.53,33.4,48.1,50.4,8.433257358,South
282,158.9,428.2,54509,19.5,117.3620761,30.9,2.77,43.1,70.5,27.6,4.109357003,West
116,182.8,444.6,41403,21.6,255.0609461,32.1,2.87,49.5,52.1,44.9,7.98203179,West
557,162.4,420.8,59316,12.9,926.0446496,33,2.98,49.7,60.7,29.8,6.288469602,West
24,165.7,416.8,38140,22.5,181.8622696,30.1,2.56,45.1,53.6,44.4,4.898266767,West
753,140.1,429.5,65359,11.2,456.3489548,36.1,2.63,50.5,70.3,26,5.782071504,West
17,105.2,389.4,44508,14.7,0,49.6,2.25,60.6,51.8,42.8,4.115421003,West
13,188.6,369.7,36294,20,0,47.6,2.3,57.8,51.2,51.4,5.028735632,West
13,176.2,322.4,35424,32.3,0,41.1,2.19,42.6,46.7,54,12.47920133,West
340,124.1,409.9,71546,13.3,629.3601192,35.8,2.45,47.7,78.3,21.8,4.171506363,West
80,158.4,417.3,85885,4,46.10773842,37.5,2.57,58.6,82.8,19.9,5.099793071,West
138,170.6,399.4,36241,24,0,39.3,2.81,53.5,57.7,37.6,6.414172266,South
39,140.8,392.2,48840,12.4,0,49.2,2.21,55.5,63,40.7,4.893475366,West
4,124.5,373.7,52273,13.4,1093.493712,37,2.63,53.7,61,26.3,5.299539171,West
15,139.4,416.9,69115,8.5,0,48,2.13,57.4,76.8,26.8,3.600654664,West
14,138.1,326.6,33998,22.9,0,38.4,2.78,56.3,45.9,47.3,7.34055355,West
7,116,307.3,27882,28.5,0,49,2.46,48.2,41,57.5,7.517482517,West
7,110.7,389.1,32570,40.5,0,35.5,3.78,30.9,44.7,52.9,10.31111111,West
11,160.8,439.8,48368,14.9,0,56.4,2.15,64.8,51.9,52,5.851979346,West
78,163.5,396.2,45283,15.6,0,47.3,2.41,56.3,53.6,43.9,8.005224855,West
909,163.7,439.2,54872,15.9,881.99312870000006,34.1,2.3,39.2,62.1,31.1,5.543167508,West
4,122.2,234,44235,15.4,0,39.9,2.64,52.7,59.9,44.8,2.105263158,West
158,193.8,482.4,54298,14.4,36.82427456,37.9,2.65,51,74.2,31.3,5.800146592,South
259,128.4,424,107250,3.7,843.706477,37.6,2.76,65.6,88.9,13.8,4.964771639,West
26,80.8,347.1,76661,7.8,93.27488107,35.6,2.94,51.4,72.2,15.7,4.860486049,West
32,148.3,410.8,83603,5.9,0,45.1,2.82,62.6,77.9,22.9,3.311386522,West
825,148.5,451,59286,12.2,173.4692819,33.6,2.6,53.8,72,29.1,6.187072813,West
110,166.2,454.3,41385,19.1,0,43.5,2.21,49.8,58.5,47.6,5.417177079,West
58,126.4,379.6,62529,10.2,51.6395559,35.9,2.72,57.8,58.2,23.3,4.502177282,West
7,129.8,400.2,64752,7.9,0,44.7,2.14,54.5,73,22.6,3.787268332,West
16,123.2,310.5,59379,10.4,0,42.5,2.69,54.6,64.1,23.6,1.309904153,West
12,102.6,283.5,48940,14.9,248.9574905,34.3,2.34,43,69.1,22.2,6.455696203,West
21,151.5,454.7,32750,22,0,53.5,2.08,48.1,54.3,49,3.911735206,West
846,141.7,436.7,70687,8.3,282.923448,40.4,2.44,52.4,77.1,24.2,4.465658687,West
5,200.9,373.8,42310,13.5,0,41.2,2.45,55.5,64.5,35.1,3.095975232,West
17,161,389.8,46394,14.9,128.8992008,38.9,2.35,54.8,59.3,35.4,13.23328786,West
8,152.5,357.5,46765,16,0,39,2.38,52.5,59.7,28.2,4.0603248260000004,West
69,129.3,415.5,60658,10.7,749.7074312,38.8,2.38,51,70.6,25,5.222636717,West
419,134.1,395.3,57659,12.8,257.8115398,35.5,2.47,50.3,75.7,25.5,4.709495456,West
35,162.2,372,39625,17.4,0,45,2.36,52.2,56.6,43,3.897032535,West
11,147.4,372.9,41248,18.3,2159.438546,37.8,2.24,41,64.2,43.4,5.208333333,West
42,150.7,400.5,45439,17.7,0,37.6,2.61,46.5,59,37,2.713797035,West
281,153.9,414.8,50106,15.4,188.5356837,38.4,2.43,51.7,63.2,36.5,7.265243902,West
264,201,472.9,39904,19,0,40.8,2.56,50.1,62.8,38.7,4.287972051,South
21,164.1,403.9,56193,11.2,0,37.1,2.6,53.1,64.1,31,6.831648658,West
54,147.9,435.9,44163,16.3,0,43.4,2.44,52.4,49.9,40.9,4.020100503,West
87,151.4,382.1,46336,15.5,73.26723001,44.2,2.4,58.6,54.1,42.8,3.819022136,West
53,162,408,47631,13.4,0,36.4,2.67,54.7,62.9,36.6,5.340817963,West
41,150.9,400,33043,26,0,39.7,2.42,50.6,46.5,50.6,4.346733668,West
7,106.1,307.1,57242,9.6,0,52.9,2.31,61,69.8,35,2.292993631,West
23,137.9,402.1,58487,9.4,0,49.4,2.2,59.2,71.8,28.1,4.06824147,West
10,136,414.3,47006,11.5,0,43.7,2.52,61.4,64.4,38,10.87248322,West
12,59.7,318.5,73274,7,0,43.4,2.28,38,75.1,19.1,5.170657157,West
1154,173.9,496.2,57732,12.4,39.51348128,40.6,2.53,46.5,70.5,39.1,4.63936694,Northeast
37,160,497.3,61259,9,0,45.9,2.79,47.2,70.5,34.8,3.227665706,Northeast
1477,161.5,507.1,70074,10.7,73.44953823,40.6,2.59,48.6,71.6,37.2,4.825363357,Northeast
149,153.9,413.9,53953,12,84.98463195,45.1,2.3,47.6,73.6,40.1,3.458753556,Northeast
1004,180,442.9,49072,17.7,31.86810852,38.6,2.57,42.2,62.7,46.4,4.653517654,Northeast
291,164.4,415.4,57737,15,18.59980656,35.9,2.36,39.6,79.7,29.5,2.489937484,Northeast
2722,159.6,473.1,84026,8.9,49.20704115,38.5,2.56,50.2,80.7,27.2,4.75120604,Northeast
16,146.9,572.8,82596,7.1,0,39.5,2.62,49.2,74,32.5,4.179364388,Northeast
1349,160.9,494.7,90039,6.5,22.98774609,40.9,2.58,52.2,83.6,26.9,4.696647392,Northeast
1037,176,517.7,74576,8.5,25.47056876,42.1,2.71,50.9,76.7,33.4,4.322689366,Northeast
1170,178.6,488.6,54280,21.5,2389.088586,32.2,2.39,30.4,64.8,37.9,4.178438278,Northeast
1539,171.5,470.3,65217,11.5,69.60021393,39.8,2.6,48.3,74.7,34.3,4.642829838,Northeast
42,177,408.2,36377,17.5,0,56.6,2.08,60.5,66.6,55.6,2.960526316,Midwest
24,154.2,419.3,45308,15.5,0,48.7,2.43,48.2,65.8,43.5,2.429149798,Midwest
207,166.7,387.2,54232,11.4,8.724100327,40,2.67,58.1,72,32.5,5.293976097,Midwest
81,179.3,537.3,38121,16.8,0,47.1,2.24,53.2,65.7,43.2,4.633003644,Midwest
66,167.7,422.1,45743,13,0,49.5,2.38,60.1,64.6,45.7,3.888098625,Midwest
50,202.3,467.3,36460,19.9,65.52650547,48.4,2.36,55,62.9,47.9,5.930470348,Midwest
22,182.5,395.4,41624,15.8,0,43.6,2.14,41.1,69.8,43.2,4.516129032,Midwest
115,155.7,312.7,57235,10.2,0,42.6,2.56,59.5,73.7,35.4,6.143948532,Midwest
262,182.3,448.2,46061,16.8,132.5017273,42.6,2.42,49.6,69.8,39.7,5.244463933,Midwest
50,179,472.8,48846,11.8,0,48.4,2.37,53.7,68.1,42.1,4.021937843,Midwest
370,179,479.8,44145,17.7,1189.891099,41.4,2.46,50.1,64.9,38.4,5.359859567,Midwest
92,170.7,376.6,46371,15.2,0,40.6,2.58,51.4,66.6,36.7,6.000674233,Midwest
315,187.7,428.1,45916,15.4,461.604896,40.1,2.48,46.5,66.5,39.2,4.992021883,Midwest
125,181.6,335,48030,14.8,0,44.1,2.56,54.2,65.5,38,5.517112399,Midwest
64,167.7,483.4,47991,12.6,0,46.7,2.39,56.1,71.3,37.9,4.386136675,Midwest
78,184.5,451.3,41930,16.1,0,49.1,2.26,58.2,60.2,48.2,3.917098446,Midwest
49,169.7,441.8,51175,11.3,0,45.2,2.36,57.4,67.4,38,3.697661773,Midwest
46,157,424.1,58419,8.9,0,42.9,2.43,58.7,76.2,31.4,5.031948882,Midwest
24,195.8,451.5,39408,15.6,0,52.4,1.99,58.1,65.3,46.7,4.091341579,Midwest
46,173,441.2,47985,14,194.6093218,42.2,2.42,50.7,66.2,39.2,5.77755154,Midwest
153,164,446.1,56365,10.6,236.5212455,39.1,2.49,53.8,77.2,30.3,4.73206677,Midwest
65,174,434.3,45158,13.1,0,44.4,2.48,48.5,66,42.7,4.951690821,Midwest
314,188.1,470.4,53945,15.4,100.9279434,37.4,2.62,47.6,69.8,32,4.702469467,Midwest
37,126.7,422,56160,8.9,0,43.5,2.49,57.7,78.6,31.6,4.802328402,Midwest
210,160,457.2,49790,12.6,676.7502453,35.4,2.41,47.2,76.9,28.6,4.937288473,Midwest
36,166,423.2,52260,11.7,0,41.4,2.51,57.4,71.8,31,5.702647658,Midwest
53,165.9,448.8,40968,15.9,1404.567445,47.2,2.21,54.5,63.2,43.4,7.291666667,Midwest
78,184.4,498.7,48881,10.9,0,46.1,2.22,57.2,74.7,36.1,3.410283316,Midwest
188,165.9,440.1,48430,10.8,350.8508132,44.2,2.34,55.7,75.2,34,5.10901206,Midwest
253,153.9,478.1,54400,9.9,1037.771955,40.6,2.48,55.8,75.6,30.5,5.823165636,Midwest
119,182.8,466.3,43701,13.4,1858.917914,47.2,2.2,54.6,69.6,41.6,4.527363184,Midwest
54,217.8,471.9,43661,13,0,48.6,2.36,55.8,68.8,42.5,7.254261879,Midwest
9,228.8,478.4,36774,29.1,0,31.6,3.48,37.2,33.9,45.2,10.89005236,Midwest
1813,189.9,494.3,42946,22,486.5646552,34.2,2.44,38.1,60.2,38.5,4.989477448,Midwest
95,179.8,459.2,52978,14.4,0,39.3,2.49,53.4,69.4,34.7,9.392150771,Midwest
91,184.3,483.9,52776,10.5,988.3798584,45.4,2.4,59.9,73.1,32.8,5.631220534,Midwest
113,185.3,514.4,49040,12.6,2755.363118,49.9,2.33,56.8,71.8,41.2,4.641415709,Midwest
282,153.4,464.9,59377,10,120.0578461,37.8,2.51,55,78.5,25.5,4.723966632,Midwest
181,161.9,484.1,77364,5,330.1081389,43.8,2.5,60.5,85.2,24.4,4.880531448,Midwest
18,163.1,387.6,53828,12.1,411.5226337,45.2,2.45,59.5,70.5,34.7,6.083916084,Midwest
57,149.8,278.5,68471,10.8,24.45645528,35.9,2.51,51.5,79.4,23.5,4.1095890410000004,Midwest
99,168.1,321.4,52411,11.2,0,44.1,2.39,57.4,69.5,36.1,5.534351145,Midwest
119,155.1,414.5,52075,15.4,894.7846836,36.2,2.41,49.6,78.7,28.2,4.146396651,Midwest
41,170.1,451.2,42659,13,0,50.5,2.03,60.4,67.5,44.8,6.227254347,Midwest
371,166.8,491.6,54782,13.1,287.0617183,39.7,2.53,50,70.8,32.8,5.596635235,Midwest
45,168.7,420.9,44026,13.5,0,44.1,2.29,59,68.9,38.6,7.105568445,Midwest
344,186.8,455,51237,14.9,12.3878896,38.9,2.47,50.2,69.7,35.4,6.125337107,Midwest
45,195.2,484.9,39999,16.9,708.0147267,47.5,2.27,55.5,60.6,46.4,4.399845619,Midwest
125,163.8,315.2,75920,4.9,399.9405803,37.6,2.63,59.5,81.8,23,6.401613935,Midwest
141,176.8,420.9,50243,11.9,0,40.9,2.45,53.8,71.9,34.4,4.992503748,Midwest
55,208.5,483.8,40701,17,0,49.3,2.19,57,57.9,48.4,4.272316777,Midwest
101,168,457.1,47841,11.2,0,44.3,2.41,55.5,68.9,35.5,4.11444786,Midwest
238,166.9,481.7,55335,9.1,597.0459206,41.3,2.4,55.6,76.8,30.2,5.012640228,Midwest
37,131.8,412.7,48683,11.7,0,43.1,2.32,58.7,69.4,35.7,6.550868486,Midwest
61,161.1,452,50266,12.2,0,40.7,2.45,54.8,74.6,30.7,4.872575733,Midwest
70,168,415.9,46943,18,0,42.3,2.54,58.6,63.6,33.2,7.467204844,Midwest
72,177,572.8,41211,14.8,187.0295039,52.6,1.99,59.8,65.6,50.4,4.69334869,Midwest
217,185.6,492.4,52852,13.7,165.3632154,38.9,2.53,51.5,73.3,30.9,4.797917183,Midwest
55,209.5,472.2,42079,13.4,0,49.2,2.16,59.3,64.8,45.3,5.452638937,Midwest
237,153,467.5,69346,5.9,44.88531801,42.1,0.0249,60.5,82.8,25.2,5.225693273,Midwest
750,155.3,474.7,76584,5.8,534.6946188,42.8,2.51,59.7,84.6,23.7,4.334726295,Midwest
147,189.4,472.2,52850,10.4,0,44.4,2.35,55.5,73.5,33.4,5.973097545,Midwest
70,181.1,432.3,46835,13.9,0,47.9,2.39,56,67,41.8,4.379909545,Midwest
332,172.9,483.9,52711,12.1,176.9431305,37.7,2.33,48.7,76.3,29.3,4.928895838,Midwest
165,156.6,452.9,51003,11.3,2178.797576,43.4,2.3,55.3,72.8,37.5,4.989577905,Midwest
36,128.4,397.6,42838,24,0,26.6,2.26,39.8,79.8,19,4.074920055,West
27,159.8,416.6,50437,10.7,0,41.2,2.59,56.2,65.3,32.3,6.672369547,West
58,215.9,436.5,79358,7.1,0,32.7,2.71,56.6,77,16.1,5.19665272,West
26,151.5,426.1,58225,12.3,64.27148274,39,2.44,53.2,71.2,27.1,5.625,West
30,196.6,434.9,63166,9.3,0,40.3,2.47,58.9,74.1,28.8,9.966777409,West
15,152.2,280.9,59701,8.4,0,43.4,2.43,67.4,73.1,29.5,5.333333333,West
81,169,409.3,48624,14,0,38.2,2.61,49.6,59,34,6.7516967,West
31,159.5,392.1,45721,14.3,0,42.9,2.35,52.9,67.1,37.8,7.372914241,West
13,163,484.2,44427,10.9,0,49.6,2.15,55.9,65.1,40.7,11.20381406,West
19,147.8,412.7,51434,9.7,0,44.6,2.34,54.1,76.9,30.5,6.819672131,West
159,156.1,438.5,57192,10.8,175.0393839,36.7,2.51,53.3,74.6,27.8,5.053669323,West
27,143.3,365.9,63575,9,0,38.1,2.68,61.4,77.6,24.9,6.394269037,West
139,168.2,451,57427,10.4,462.4108642,36,2.44,50.6,69.6,26.8,5.340540541,West
7,180.6,436.8,45251,14.7,0,43,2.15,55.4,67.9,34.7,6.042296073,West
61,152,411.3,55354,10.8,1402.764472,43.6,2.38,56.3,71.4,30.5,5.701401192,West
20,141.5,416.9,49713,13,0,47.9,2.3,55,62.6,37,9.708737864,West
65,168.7,458.1,54716,9.9,1499.550135,42.2,2.28,56.9,73.9,29.3,4.312372589,West
11,126.9,352,77222,6.8,0,38.1,2.74,62.1,76.1,18.2,5.14813016,West
49,141.1,403.5,72604,9.8,0,33.6,2.64,55.2,74.2,21.9,8.929775551,West
23,136.9,402.7,75348,7.7,0,38,2.63,47.7,77,14.4,1.745232098,West
24,132.8,359.3,56800,10,0,34.6,2.76,56.5,71,24.4,6.918371652,West
21,182.3,448,50802,12.6,0,43.4,2.34,56,66.8,32.2,5.37037037,West
17,182.6,397.1,55520,13.2,0,42.1,2.27,58,73.4,29.4,17.40104556,West
17,157,467.5,36544,20.5,0,43.2,2.36,60.2,58.5,36.6,7.715311005,South
48,210.5,415.7,44811,17,0,36.4,3.02,51.3,56.2,35.7,3.008098727,South
24,171.2,355.4,39615,23.6,0,36.9,2.59,43.8,54.9,39.2,6.247604446,South
60,225.1,541.3,33650,24.8,185.373992,40.4,2.86,39.3,55.3,44,1.946661476,South
98,179.8,443.1,46288,19.8,43.08487721,41.8,2.43,50.9,56.9,36.7,4.851190476,South
413,175.5,502.3,38454,23.6,551.6877941,33.6,2.68,35,56.1,37.2,5.533244087,South
48,239.7,554.1,22640,44,0,33.5,2.82,25.1,34.9,52.6,5.501407841,South
22,220.9,560.9,25562,40.3,0,35.3,2.91,26.8,33.5,53.4,9.134847753,South
4,257.8,448.4,37096,39.5,0,44.3,2.33,33.6,36.6,57.1,5.23255814,South
55,193.2,487.2,38366,17.2,0,39.3,2.54,51.9,61.2,39,5.256362966,South
285,193.7,486.8,48018,15.6,141.4177126,37.8,2.78,48,62.3,32,5.060304916,South
42,194.1,468.1,35019,22.7,0,41.6,2.4,50.9,52.3,46.8,4.697986577,South
17,199.1,491.8,26408,38.5,0,34.8,2.81,26.3,43,52.2,4.610130905,South
35,216.1,464.5,28271,29.8,0,43.1,2.35,41.6,46.4,47.3,7.061933535,South
141,178.6,446.7,37367,24.4,0,36.6,2.71,48,52.2,43.6,8.134642356,South
22,171,432,33015,28.2,0,38.3,2.53,36.7,49.6,47.2,8.165019338,South
70,168.3,441.6,40797,25.9,112.8795575,28.5,2.65,36.3,73.5,25.1,4.979333506,South
82,163.5,444.2,51389,14.2,16.49675014,34,2.68,52.4,65.5,28.5,5.380501321,South
149,161.9,438.8,38869,21.7,0,37.5,2.56,42.8,58.4,37.9,5.340297394,South
33,211.9,527.4,38471,22.3,0,40.7,2.63,51.6,56.4,39.2,5.109751709,South
59,236,475.7,32239,27.1,0,34.8,2.67,45.5,48.6,41.2,4,South
225,249.7,517.1,43374,19.4,246.1899179,36.5,2.6,48.8,61.8,36.2,4.984662577,South
76,234.6,511.5,26439,40.1,0,32.9,2.76,27.4,38.9,49,4.749478079,South
86,212.5,478.1,36118,21.6,86.58258536,37.7,2.62,48.7,57.7,37,2.20341093,South
121,185,445.6,39937,23.6,150.7285212,36.3,2.5,45.7,57.5,38.5,6.778509815,South
269,292.5,460.5,66671,13.1,19.33020828,37,2.65,52.3,75.2,26.6,4.789430223,South
66,205.5,462.7,33428,30.4,0,39.1,2.58,50.3,48.3,45,7.310838446,South
88,213.6,438.7,37554,21.5,27.84274418,39.6,2.63,43.9,51,40.3,3.7384301,South
80,174.3,501,36810,20.1,0,40.6,2.57,49.8,58.5,39.3,5.236239649,South
28,194.5,473.8,31963,24.7,0,41.7,0.0243,48.2,53.7,48.1,7.049608355,South
59,181.3,419.5,37686,20.7,0,35.8,2.71,45.6,55.3,37.2,8.259717314,South
48,185.3,457.9,35185,22.3,0,37.7,2.61,48.9,58.2,38.4,4.476744186,South
27,204.2,423.5,28730,31.3,0,36.8,2.69,39.4,41.5,49.2,4.965357968,South
56,147.8,425.4,34429,29.9,100.4016064,25,2.51,33,70,26.3,3.389715373,South
83,224.4,478.6,34526,25.9,0,36.5,2.81,40,51.5,42.9,6.394230769,South
137,208.6,495.5,38465,19.3,0,40.7,2.61,51.9,55.9,37.6,4.728190104,South
28,202.6,492.4,32459,22.6,0,40.1,2.75,48.2,48,41.6,4.821037253,South
101,215.8,506.1,30078,30.5,0,36.7,2.65,40.4,50.8,46.2,5.009078287,South
59,180.8,468.2,40198,17.7,0,37,2.87,49.2,56.6,35.1,5.189340813,South
63,203.2,428.8,34794,22.3,0,39.2,2.5,51.1,51.4,45.3,4.867486575,South
24,254.5,432.5,26204,36.2,0,38.5,2.49,36,33.8,52.6,6.153846154,South
222,157.3,483.7,58368,11.1,6.709653178,36.9,2.62,53.5,73.1,26.8,4.71844142,South
62,211,535.9,32049,26.9,0,36,2.85,42.7,48.5,40.5,5.869989491,South
13,215.1,543.8,27877,37.4,0,38.5,2.64,32.9,41.7,47.7,7.020547945,South
58,183.7,461.8,34338,25.9,0,37.7,2.77,46.2,49.4,44.3,5.577235772,South
40,200.5,376.2,38975,20.8,0,40.1,2.65,53.6,56.8,41.7,5.357614146,South
39,214.2,506.8,41136,19.5,0,36.8,3,49.3,55.8,37.4,6.422857143,South
63,230.1,463.6,29227,34.8,0,34.1,2.81,29.3,42.3,45.9,6.248990796,South
37,235,447.4,28456,37.4,0,36,2.4,30.1,47.6,46.4,2.224694105,South
64,215.5,474.6,40975,18.5,0,36.7,2.67,44.8,60.6,36.3,5.503910285,South
45,175.7,415.1,37026,19.1,0,38.4,0.0261,56.1,56.9,40,5.683802134,South
49,184,445.6,35550,17.7,0,42.8,2.52,56,57,40.8,3.298774741,South
21,236.9,523.3,30689,27.9,0,32.2,2.6,35.3,46.6,43.9,6.144623454,South
47,149.4,461.3,37667,15.9,70.35069823,38,2.66,51.7,55.6,40.6,4.427409262,South
39,202.5,402.1,31607,26.4,0,39.4,2.58,46,50.4,42.3,4.465958776,South
103,192.1,469.1,40397,21.7,0,37.9,2.58,44.8,58.7,36.7,3.589466089,South
127,241.1,496.1,30292,35.1,41.55412425,36.2,2.69,33.7,40.6,47.1,5.86461126,South
49,209.4,431.7,35425,24.7,0,36.7,2.67,48.7,49.2,44.7,8.771929825,South
28,214.5,549.9,34073,22.1,0,41.1,2.45,52.8,55.6,39.9,6.736458807,South
24,219.7,437.7,27596,32.5,0,36.8,2.6,34.4,42.3,48.2,2.790178571,South
45,181.7,474.4,34403,26.3,0,40.5,2.38,44.6,54.1,44.1,5.112672644,South
39,235.8,561.9,34494,23.4,0,41.5,2.39,49.5,55.4,45.1,5.540488183,South
58,207.4,493.2,30313,34.6,0,35.8,2.82,34.4,41.7,48.8,5.055775459,South
43,162.6,420.1,35425,26.9,0,27.9,2.36,39.1,73.9,27.4,3.767349636,Midwest
35,156,344.4,56309,10.7,0,42.3,2.51,61.4,78.1,26.7,7.556742323,Midwest
21,222.4,372.9,45997,12.2,0,47.1,2.13,56.1,69.8,34.3,7.641509434,Midwest
64,196.1,482.6,41302,17.2,76.6400981,39.2,2.58,48.6,64.3,35.2,5.293680297,Midwest
85,172.8,419.6,38139,20.2,0,43.3,2.67,55.9,57.6,39.4,6.004650527,Midwest
30,172.5,382.1,37581,19.1,0,41.1,2.41,64.2,63.9,40.1,5.542168675,Midwest
50,211.1,454.5,41462,18.4,0,41.9,2.44,54.4,66.3,36,4.212348529,Midwest
72,209.6,500.6,33236,19.5,0,52.5,2.28,56.9,56.5,51,2.363989637,Midwest
31,190.4,468.7,39033,20.1,0,43.1,2.56,53.8,58.5,41.8,7.020802377,Midwest
229,166.2,459.7,50305,19.5,200.0297187,30.1,2.41,43.8,80.4,20.6,5.073280722,Midwest
195,189.9,469.6,45431,17.8,763.1874299,36.8,2.58,44.9,65.2,33.5,6.216255654,Midwest
126,220.7,460.1,35774,21.3,0,40,2.51,51.4,57.1,42.3,5.075560188,Midwest
26,199.3,508.2,43111,16.2,0,42.3,2.39,58.6,70.1,33.7,7.368995633,Midwest
84,180.1,477.4,49384,14.2,0,37.8,2.52,47.4,74.8,28.1,4.53252418,Midwest
107,152.7,399.4,44410,17.5,22.60551122,49.8,2.6,57,59.6,41.9,5.73630137,Midwest
153,170.3,422.7,47705,17,1374.535458,36,2.49,49.2,74.2,28.8,4.895140929,Midwest
28,197.3,460.8,39017,16.5,0,42.4,2.48,53.6,68.8,36.5,9.99000999,Midwest
21,255.8,492.8,32170,24,0,40.9,2.54,46.7,47.2,43.1,2.629656684,Midwest
207,182.5,430.1,60970,10.5,9.842229068,39.2,2.63,58.6,75.6,27.5,4.56119093,Midwest
40,172.7,400.7,33631,21.4,0,44.8,2.33,55.2,52.8,44.4,6.495468278,Midwest
22,166.7,444.2,43049,12,0,45.5,2.52,54.5,71.7,37,2.963473467,Midwest
119,146.6,417.7,51831,11.3,0,37.8,2.69,60.3,69.3,28.5,5.849007988,Midwest
22,228.4,506.4,43298,15.7,0,43.7,2.42,58.5,66.1,33.7,7.955390335,Midwest
386,176.4,492,61598,9.1,411.6501229,36.6,2.6,52,78.2,22.8,4.9347772580000004,Midwest
51,196.5,459.5,51221,12.4,0,41,2.48,58.2,73,28.9,6.863636364,Midwest
139,168.6,458.6,51885,13.3,808.1334724,38,2.44,49.3,75.5,27.6,6.328460877,Midwest
40,179.9,481.5,42166,14,0,38.6,2.47,50.6,72.7,31.1,4.315304948,Midwest
65,206.8,488,37379,20.7,0,41.2,2.61,51.8,54.7,40.8,7.465766273,Midwest
23,194.1,383.9,37173,18.5,0,47.1,2.34,54.7,54.2,43.1,3.627311522,Midwest
40,179.1,435.4,34987,21.7,0,43,2.62,56.9,50.8,39.6,9.043326548,Midwest
23,206.3,433.7,41610,16.8,0,40.5,2.65,58.1,58.8,34.7,7.483794932,Midwest
19,123.4,319.3,42174,18.6,0,40.1,2.48,43.9,70.3,36.5,2.755102041,Midwest
45,200.1,424.4,34411,21.6,0,43.4,2.6,51.8,50.3,44.7,6.869058571,Midwest
35,166.5,317.9,31805,23,0,47.3,2.54,58.6,53.1,43.7,6.128904705,Midwest
93,230,424.9,31486,29.8,0,39.8,2.44,47.4,49.3,46.8,6.176009129,Midwest
210,180,475.2,51978,11.8,439.3415734,40.2,2.53,56.7,71.6,28.6,5.593582421,Midwest
